,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
403,14743539,https://www.airbnb.com/rooms/14743539,20241129161612,2024-11-29,city scrape,Character home,"You may have better price if booking 31 nights or more. <br /><br />This 1900's Victorian house, newly furnished, has many highlights: <br />* ROOMY & COMFORTABLE<br />* NEWLY FURNISHED <br />* EVERYTHING you can expect at home<br />* WALKABLE / QUIET & CONVENIENT NEIGHBORHOOD <br />* SUPER-HOST SERVICES WITH 100% RESPONSE RATE","In front of our house, we have a lovely PLAYGROUND for kids. <br />Just 5 minutes walk to the north is MOSS ROCK PARK, a perfect place to see the sunrise with south view of snow-capped Olympic Mountain in the USA  and west birdview of downtown Victoria.<br />Just 3 minutes, you can walk south to CLOVER POINT KITE PARK, where locals fly kites in spring. <br />16 minutes' walk to Gonzales Bay, another beach perfect for family in the sunset<br />Don't miss famous ABKHAZI GARDEN in our neighborhood (7 minutes by bike), its tea house open 11:00-17:00 Wen-Sun.<br />GOVERNMENT HOUSE (20 minutes walk) is another relaxing place.<br />Your paramount enjoyment includes your beach walk just south of the house.<br />City of Victoria has arranged various WALKING TOURS, highly recommended.  For more info, please check their website. Discoverthepast.",https://a0.muscache.com/pictures/a572d8a0-f172-4dae-879c-2179232eb446.jpg,91860143,https://www.airbnb.com/users/show/91860143,Martin,2016-08-25,"Vancouver, Canada","Welcome to my beautiful home in Fairfield, one of the most desirable locations in Victoria.",within a few hours,100%,0%,f,https://a0.muscache.com/im/pictures/user/dcbd7b54-4c6a-4fbb-82a0-15ab0855499f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dcbd7b54-4c6a-4fbb-82a0-15ab0855499f.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,Neighborhood highlights,Fairfield,Victoria,48.40762,-123.35628,Entire home,Entire home/apt,7,2.0,2 baths,3.0,4.0,"[""Patio or balcony"", ""Bed linens"", ""Beach access \u2013 Beachfront"", ""Ceiling fan"", ""Children\u2019s books and toys for ages 2-5 years old"", ""Hot water"", ""Wine glasses"", ""Stove"", ""Coffee"", ""Dishwasher"", ""Refrigerator"", ""Dining table"", ""Long term stays allowed"", ""Dryer"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Toaster"", ""Luggage dropoff allowed"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""First aid kit"", ""Rice maker"", ""Indoor fireplace"", ""Coffee maker"", ""Smart lock"", ""Cooking basics"", ""Freezer"", ""Kitchen"", ""Self check-in"", ""Books and reading material"", ""Bikes"", ""Hot water kettle"", ""Waterfront"", ""Backyard"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Outdoor dining area"", ""Private entrance"", ""Oven"", ""Wifi"", ""Washer"", ""Hangers"", ""Heating""]",$200.00,30,365,30,30,365,365,30.0,365.0,,t,30,60,90,301,2024-11-29,79,0,0,2016-10-21,2021-09-02,4.71,4.71,4.68,4.86,4.84,4.91,4.71,,f,1,1,0,0,0.8
914,29987344,https://www.airbnb.com/rooms/29987344,20241129161612,2024-11-30,previous scrape,Private Suite in a traditional Victoria Home,"Come stay in this private suite centrally located in the heart of Victoria, British Columbia. Everything you need is a short walk away including grocery stores, shopping malls, The Galloping goose trail, and coffee shops. 15 minute drive to the inner harbour and parliament buildings.  Enjoy the patio right outside your suite.<br /><br />Disclosure: Upstairs has original hardwood floors and although the suite was built 2017 & soundproofed, you will hear our twin daughters’ footsteps, etc.",,https://a0.muscache.com/pictures/f7943c95-61ff-44fe-8731-e425097aaccd.jpg,46977955,https://www.airbnb.com/users/show/46977955,Ryan,2015-10-19,"Victoria, Canada",,,,100%,t,https://a0.muscache.com/im/pictures/user/09dfdb80-2364-4cab-b16e-0feae9e752ee.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/09dfdb80-2364-4cab-b16e-0feae9e752ee.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,,Saanich,Saanich,48.4521,-123.35559,Entire guest suite,Entire home/apt,2,,1 bath,1.0,,"[""Patio or balcony"", ""Hot water"", ""Fire extinguisher"", ""Stove"", ""Pets allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""First aid kit"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Shampoo"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Hangers"", ""Heating""]",,2,30,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-11-30,125,13,0,2018-12-02,2024-08-26,4.89,4.97,4.89,4.98,4.95,4.89,4.88,,t,1,1,0,0,1.71
1073,35424187,https://www.airbnb.com/rooms/35424187,20241129161612,2024-11-29,city scrape,1 Bedroom Suite in Rockland - Walk Downtown,-1 bedroom with queen bed and double pull out sofa bed<br />-sleeps 3-4<br />-newly built<br />-off street parking available for 65.00/month<br />-pets welcome 75.00/1 month 50.00/2+month<br />-on site coin operated washer/dryer - 2.00/load<br />-bus stop close by<br />-close to downtown - 10 min drive or 30 min walk,"close to downtown, Oak Bay and Fernwood",https://a0.muscache.com/pictures/11bcaeb0-98cb-446f-b31f-5e6cc40b5e10.jpg,2001974,https://www.airbnb.com/users/show/2001974,Martin,2012-03-25,"Victoria, Canada","***I manage many Vacation Rentals in Victoria BC with ""Victoria Stays"" - Check out my other listings or Contact Me for more info***.

I moved to Victoria in 2008 from Montreal with my wife Alicia and my french bulldog Winston. When I'm not working, I enjoy spending time with my family, traveling and relaxing at home. 

Victoria Stays
65-1204 Yates Street
Victoria, BC V8V 4V1",within an hour,100%,93%,f,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_x_medium,Rockland,24,26,"['email', 'phone']",t,t,Neighborhood highlights,Rockland,Victoria,48.42472,-123.33975,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Hot water"", ""Pets allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Dryer"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Private entrance"", ""Lockbox"", ""Wifi"", ""Washer"", ""Hangers"", ""Heating""]",$83.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,0,0,29,2024-11-29,8,0,0,2019-07-31,2022-12-01,4.5,4.5,4.5,4.63,4.63,4.75,4.25,,f,17,17,0,0,0.12
1426,44860595,https://www.airbnb.com/rooms/44860595,20241129161612,2024-11-29,city scrape,James Bay Oceanside 1 Bedroom Suite #4,"Private suite in restored heritage 6-plex located right across the street from the beautiful Dallas Road oceanfront in James Bay! <br />The suite comes fully equipped with everything you need to enjoy your stay in Victoria! Queen size bed with linens, sectional sofa, 50"" TV , work desk with wifi, fully equipped kitchen with all cookware, plates, cutlery and more... Just bring your suitecase and we'll take care of the rest!","Private suite in restored heritage 6-plex located right across the street from the beautiful Dallas Road oceanfront in James Bay! Cross the street and take a relaxing stroll down the oceanside or grab a coffee at one of the quaint shops just steps away on Menzies Street. Watch as horse drawn carriages pass by our heritage house throughout the day in this historic part of James Bay. Go out on the town in Downtown's inner harbor, just minutes away.",https://a0.muscache.com/pictures/e7d78dd3-6613-4acc-a182-185d252bcbfc.jpg,2001974,https://www.airbnb.com/users/show/2001974,Martin,2012-03-25,"Victoria, Canada","***I manage many Vacation Rentals in Victoria BC with ""Victoria Stays"" - Check out my other listings or Contact Me for more info***.

I moved to Victoria in 2008 from Montreal with my wife Alicia and my french bulldog Winston. When I'm not working, I enjoy spending time with my family, traveling and relaxing at home. 

Victoria Stays
65-1204 Yates Street
Victoria, BC V8V 4V1",within an hour,100%,93%,f,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_x_medium,Rockland,24,26,"['email', 'phone']",t,t,Neighborhood highlights,James Bay,Victoria,48.41172,-123.37733,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Pets allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Dryer"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Shampoo"", ""Carbon monoxide alarm"", ""Private entrance"", ""Lockbox"", ""Wifi"", ""Washer"", ""Hangers"", ""Heating""]",$100.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,0,0,151,2024-11-29,6,0,0,2020-10-03,2023-08-31,4.33,4.17,4.33,4.33,4.33,4.83,4.17,,f,17,17,0,0,0.12
1775,51728013,https://www.airbnb.com/rooms/51728013,20241129161612,2024-11-29,city scrape,Private garden suite in Victoria,"Sunny and newly renovated studio, non-smoking, fully furnished with a queen bed, includes bedding, towels, and kitchen supplies! <br /><br />Perfect for a young professional or a responsible student. Located walking distance to the Royal Jubilee Hospital and Camosun College, short bus ride to downtown and University of Victoria.<br /><br />We have a dog named Elmo, he is a Bernedoodle, and is often in the backyard, so you must be comfortable with dogs to stay here!",,https://a0.muscache.com/pictures/73a667a2-5b75-4454-8b33-47c9665ef9b9.jpg,2656951,https://www.airbnb.com/users/show/2656951,Ann,2012-06-16,"Victoria, Canada",,within a day,100%,83%,f,https://a0.muscache.com/im/pictures/user/7d7ed366-c9da-44a2-a3f8-7e66e26470f3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d7ed366-c9da-44a2-a3f8-7e66e26470f3.jpg?aki_policy=profile_x_medium,Jubilee,1,1,"['email', 'phone']",t,t,,North Jubilee,Victoria,48.438595,-123.332092,Entire guesthouse,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Conditioner"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Wifi \u2013 23 Mbps"", ""Wine glasses"", ""Hot water"", ""Room-darkening shades"", ""Fire extinguisher"", ""Clothing storage"", ""Single level home"", ""Dining table"", ""Long term stays allowed"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Toaster"", ""Essentials"", ""Body soap"", ""Hair dryer"", ""Mini fridge"", ""Free street parking"", ""Cleaning products"", ""Cooking basics"", ""Freezer"", ""Kitchen"", ""Self check-in"", ""Keypad"", ""Shampoo"", ""Hot water kettle"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Hangers"", ""Heating""]",$57.00,30,90,30,30,90,90,30.0,90.0,,t,10,22,52,142,2024-11-29,13,4,0,2022-02-13,2024-10-04,4.69,4.69,4.85,4.85,4.62,4.69,4.54,,f,1,1,0,0,0.38
1949,562415419823905589,https://www.airbnb.com/rooms/562415419823905589,20241129161612,2024-11-29,city scrape,Enchanting Getaway with Ocean View,"Relax in nature with quick access to parks, attractions, shopping, and the city. Newly renovated space with private access. This is your gateway to island life. 8 mins. from Goldstream Park, 10 mins. from Malahat Skywalk, 30 mins. from Victoria. Watch nature  from your hot tub. Take a walk down to the private creek surrounded by old growth forest, or ask us about other activities. We want you to feel relaxed in our casual suite that includes all you need for a short or longer stay.",We live on the Finlayson Arm about 100 Meters up from the ocean. Most of the properties on Aspen Road are acreages. Our 4 acre property has Camsusa Creek running through it.,https://a0.muscache.com/pictures/miso/Hosting-562415419823905589/original/2d293d26-6d8c-4eed-a05d-aa116b24e24f.jpeg,233253002,https://www.airbnb.com/users/show/233253002,Ryan,2018-12-30,"Malahat, Canada",I work for the Government of BC in education and my wife works for Island Health. We love to travel in our free time. We just moved to Vancouver Island and we love exploring new places.,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/b382b606-d8ab-4684-a72a-95312c7820b6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b382b606-d8ab-4684-a72a-95312c7820b6.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Juan de Fuca,Juan de Fuca,48.51416,-123.55099,Entire guest suite,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Conditioner"", ""Ocean view"", ""Bed linens"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Coffee maker: drip coffee maker"", ""Standalone high chair"", ""Blender"", ""Central heating"", ""Hot water"", ""Wine glasses"", ""Fire extinguisher"", ""Clothing storage"", ""Coffee"", ""Backyard - Not fully fenced"", ""Dishwasher"", ""Private patio or balcony"", ""Dedicated workspace"", ""Refrigerator"", ""Dining table"", ""Shower gel"", ""Private hot tub"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Barbecue utensils"", ""Essentials"", ""Body soap"", ""Portable heater"", ""Hair dryer"", ""Free street parking"", ""Cleaning products"", ""Air conditioning"", ""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""Mountain view"", ""Books and reading material"", ""Board games"", ""HDTV with Netflix, Apple TV"", ""Shampoo"", ""Hot water kettle"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Sun loungers"", ""Wifi"", ""Lockbox"", ""Toaster"", ""Fire pit"", ""BBQ grill"", ""Hangers"", ""Crib""]",$175.00,2,14,1,2,14,14,2.0,14.0,,t,2,22,52,53,2024-11-29,103,42,5,2022-04-24,2024-11-23,4.86,4.84,4.91,4.96,4.98,4.86,4.8,,f,1,1,0,0,3.25
2121,634229678822493159,https://www.airbnb.com/rooms/634229678822493159,20241129161612,2024-11-29,city scrape,Great VIEWS & VIBES! King sized suite 15th floor!,"Enjoy stunning Inner Harbour views from this 15th floor modern & spacious corner suite in the heart of downtown Victoria w/ FREE secure parking.<br /><br />This home is just steps away from the iconic Empress Hotel, Inner Harbour & Parliament buildings.<br /><br />The suite boasts a chef's kitchen, floor to ceiling windows, open plan living & dining area & a generous King bedroom w/ ensuite.<br /><br />Unwind on the expansive wrap-around balcony w/ sweeping city views, or enjoy building perks such as the gym, pool & hot tub.",,https://a0.muscache.com/pictures/miso/Hosting-634229678822493159/original/3dbd27c9-409c-4852-a662-dbf1c7179583.jpeg,3083182,https://www.airbnb.com/users/show/3083182,Ryan,2012-07-28,"Victoria, Canada","I'm a financial accounting teacher from Victoria, Canada who loves to travel. I spend my summers traveling the world and have been to over 65 countries. I'm always on the go and I love meeting new people. 

When I'm not traveling, you can find me on my bike, hiking up a mountain or having a cold beer at the curling rink!",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/236dd06f-12bb-47c4-af53-b54ea271f623.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/236dd06f-12bb-47c4-af53-b54ea271f623.jpg?aki_policy=profile_x_medium,Downtown,1,3,['phone'],t,t,,Downtown,Victoria,48.42379,-123.36658,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,0.0,"[""Ocean view"", ""Bed linens"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Hot water"", ""Room-darkening shades"", ""Stove"", ""Shared hot tub"", ""Central air conditioning"", ""Sea view"", ""Harbor view"", ""Dedicated workspace"", ""Refrigerator"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Private patio or balcony"", ""Long term stays allowed"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Shared gym in building"", ""Hair dryer"", ""City skyline view"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cooking basics"", ""Kitchen"", ""Self check-in"", ""Mountain view"", ""Heating"", ""Keypad"", ""Elevator"", ""Shampoo"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Indoor fireplace: electric"", ""Shared pool"", ""Wifi"", ""Washer"", ""Hangers""]",$228.00,2,365,1,3,365,365,1.7,365.0,,t,8,12,12,12,2024-11-29,139,32,4,2022-05-29,2024-11-24,4.92,4.91,4.87,4.82,4.97,4.97,4.79,46035,f,1,1,0,0,4.55
2238,670220655633230810,https://www.airbnb.com/rooms/670220655633230810,20241129161612,2024-11-29,city scrape,Stunning Waterfront 2-Bedroom Home in Sidney,"Make some memories at this unique and family-friendly stunning waterfront home, situated directly on the beach in Sidney. A beautiful backyard and stunning sunrises set this property in a class of its own. Just minutes to downtown Sidney and 25 minutes to downtown Victoria, the location is ideally located for some of the best that Vancouver Island has to offer.",,https://a0.muscache.com/pictures/miso/Hosting-670220655633230810/original/a8169650-ebfa-4b7f-9b45-586efbc2b75b.jpeg,59402549,https://www.airbnb.com/users/show/59402549,Martin,2016-02-18,"Victoria, Canada",,,,100%,t,https://a0.muscache.com/im/pictures/user/User-59402549/original/b5e4b691-e68e-463e-8d5f-e4c742f2bd51.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-59402549/original/b5e4b691-e68e-463e-8d5f-e4c742f2bd51.jpeg?aki_policy=profile_x_medium,,1,16,"['email', 'phone']",t,t,,Sidney,Sidney,48.66445,-123.40279,Entire home,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""BBQ grill"", ""Outdoor dining area"", ""Central heating"", ""Hot water"", ""Carbon monoxide alarm"", ""TV"", ""Fire extinguisher"", ""Dishes and silverware"", ""Coffee maker"", ""Essentials"", ""Dryer \u2013\u00a0In unit"", ""Washer"", ""Wifi"", ""Refrigerator"", ""First aid kit""]",$271.00,28,365,28,90,365,365,33.1,365.0,,t,0,0,0,180,2024-11-29,6,2,0,2022-09-01,2024-08-31,5.0,4.83,4.5,5.0,5.0,5.0,4.83,,f,1,1,0,0,0.22
2944,937095950030701627,https://www.airbnb.com/rooms/937095950030701627,20241129161612,2024-11-30,previous scrape,Fisherman's Cabin A With Dock and Moorage,"Tiny Cabin on a waterfront oasis in East Sooke on the Sooke Basin. Conveniently located near the Prestige Hotel and Pedder Bay to launch.   Whether you're vacationing and/or fishing, Fisherman's Cabins are the spot for you!  World class hiking in your backyard in the East Sooke Park. <br />Stroll through the Seagirt Ponds.  Additional cabin B steps from this one available for booking as well! Galloping Goose Trail, East Sooke Park, Mattheson Lake","A cozy and happy community, East Sooke offers world class hiking, cycling, mountain biking, kayaking  and fishing!",https://a0.muscache.com/pictures/miso/Hosting-937095950030701627/original/167f6c3c-706c-462d-8d28-47c4d0154bb0.jpeg,526129030,https://www.airbnb.com/users/show/526129030,Ann,2023-07-16,"East Sooke, Canada",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-526129030/original/b5365f9f-245c-459d-a153-dbc4a689aedb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526129030/original/b5365f9f-245c-459d-a153-dbc4a689aedb.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Juan de Fuca,Juan de Fuca,48.37375,-123.69112,Entire cabin,Entire home/apt,2,,1 bath,1.0,,"[""Ocean view"", ""Bed linens"", ""Beach access \u2013 Beachfront"", ""Garden view"", ""Hot water"", ""Room-darkening shades"", ""Beach view"", ""Kayak"", ""Private patio or balcony"", ""Refrigerator"", ""Clothing storage: dresser"", ""Exterior security cameras on property"", ""Free parking on premises"", ""TV"", ""Heating - split type ductless system"", ""Essentials"", ""Hair dryer"", ""Private outdoor kitchen"", ""Coffee maker"", ""Outdoor furniture"", ""Mountain view"", ""Smoking allowed"", ""Hot water kettle"", ""Outdoor dining area"", ""Boat slip"", ""Dishes and silverware"", ""Shared backyard \u2013 Not fully fenced"", ""Wifi"", ""Fire pit"", ""BBQ grill"", ""Toaster""]",,1,28,1,1,28,28,1.0,28.0,,t,0,0,0,225,2024-11-30,35,24,0,2023-08-10,2024-10-15,4.69,4.54,4.86,4.97,4.91,4.8,4.63,,f,2,2,0,0,2.19
2972,946449107484250701,https://www.airbnb.com/rooms/946449107484250701,20241129161612,2024-11-30,previous scrape,Fisherman's Cabin B With Dock and Moorage,"Tiny Cabin on a waterfront oasis in East Sooke on the Sooke Basin.  Beautiful porch to enjoy and waterfront gazebo for relaxing. Conveniently located near the Prestige Hotel and Pedder Bay to launch your boat. Whether you're vacationing and/or fishing, Fisherman's Cabins are the spot for you! World class hiking in your backyard in the East Sooke Park.  <br />Stroll through the Seagirt Ponds. Additional cabin A steps from this one available for booking as well!","Quiet and friendly, East Sooke has world class hiking and kayaking with mountain biking trails close by!",https://a0.muscache.com/pictures/miso/Hosting-946449107484250701/original/6a505971-0319-4dab-8874-2f7ff37448f9.jpeg,526129030,https://www.airbnb.com/users/show/526129030,Ann,2023-07-16,"East Sooke, Canada",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-526129030/original/b5365f9f-245c-459d-a153-dbc4a689aedb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526129030/original/b5365f9f-245c-459d-a153-dbc4a689aedb.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Juan de Fuca,Juan de Fuca,48.37388,-123.69134,Entire cabin,Entire home/apt,2,,1 bath,1.0,,"[""Ocean view"", ""Bed linens"", ""Beach access \u2013 Beachfront"", ""Garden view"", ""Hot water"", ""Room-darkening shades"", ""Beach view"", ""Lake access"", ""Sea view"", ""Private patio or balcony"", ""Kayak"", ""Refrigerator"", ""Clothing storage: dresser"", ""Exterior security cameras on property"", ""Kitchenette"", ""Free parking on premises"", ""TV"", ""Bay view"", ""Essentials"", ""Mini fridge"", ""Private outdoor kitchen"", ""Coffee maker"", ""Outdoor furniture"", ""Self check-in"", ""Mountain view"", ""Smoking allowed"", ""Waterfront"", ""Backyard"", ""Outdoor dining area"", ""Boat slip"", ""Dishes and silverware"", ""Lockbox"", ""Wifi"", ""Fire pit"", ""BBQ grill"", ""Heating""]",,1,25,1,1,1125,1125,1.0,1125.0,,t,0,0,0,225,2024-11-30,35,21,0,2023-08-04,2024-10-01,4.77,4.74,4.71,4.97,4.89,5.0,4.46,,t,2,2,0,0,2.16
2999,953075152405298536,https://www.airbnb.com/rooms/953075152405298536,20241129161612,2024-11-29,city scrape,Surf Studio,"Take a chill pill. Kick back & cozy up in this cute little studio suite. The main bed is in a lofted hideaway, nice and cozy. Located just 10 minutes west of Sooke in Otter Point this accommodation keeps you close to town for snax but shortens that drive for heading further west to get pitted in the elusive tubes of the popular South Island surfing beaches. If surfing ain't your thang, then drive to some near by nature trails or a couple of beaches for relaxing on are just a short walk away.",Sounds of nature.,https://a0.muscache.com/pictures/miso/Hosting-953075152405298536/original/fbf06676-0edd-4a93-86f5-03433879a455.jpeg,396711933,https://www.airbnb.com/users/show/396711933,Ryan,2021-04-13,,,within an hour,100%,92%,t,https://a0.muscache.com/im/pictures/user/User-396711933/original/46facd0e-32d1-4897-97ce-daf606f70834.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-396711933/original/46facd0e-32d1-4897-97ce-daf606f70834.png?aki_policy=profile_x_medium,,1,1,['phone'],t,t,Neighborhood highlights,Juan de Fuca,Juan de Fuca,48.36011,-123.81267,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Ocean view"", ""Beach access \u2013 Beachfront"", ""Air conditioning"", ""Free parking on premises"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi"", ""Fire pit"", ""Mountain view""]",$99.00,1,365,1,1,365,365,1.0,365.0,,t,12,42,72,347,2024-11-29,14,14,1,2024-06-14,2024-11-11,5.0,4.93,5.0,5.0,5.0,4.93,4.93,,f,1,1,0,0,2.49
3178,1018372353166361840,https://www.airbnb.com/rooms/1018372353166361840,20241129161612,2024-11-29,city scrape,Cozy Langford Suite Retreat,"OWNERS PRIMARY RESIDENCE. Waiting on Licence Number.<br /><br />Welcome to your perfect getaway in Langford! This is a perfect 1-bedroom, 1-bathroom suite that offers a cozy and comfortable retreat for your stay. Located in the Happy Valley area just 5 minutes from Downtown Langford and 15-20 minute drive to the centre of Victoria",,https://a0.muscache.com/pictures/miso/Hosting-1018372353166361840/original/b1bf202f-6594-4e22-be7b-14333999c336.jpeg,545121879,https://www.airbnb.com/users/show/545121879,Martin,2023-11-05,,,,,100%,f,https://a0.muscache.com/im/pictures/user/User-545121879/original/e6970d81-5237-42e6-9f80-fabb64e7b5fe.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-545121879/original/e6970d81-5237-42e6-9f80-fabb64e7b5fe.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Langford,Langford,48.41970054646203,-123.52705506853472,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Dryer"", ""Shampoo"", ""Smoke alarm"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Coffee maker"", ""TV"", ""Cooking basics"", ""Essentials"", ""Wifi"", ""Washer"", ""Kitchen"", ""Dedicated workspace"", ""Dining table"", ""Hangers""]",$107.00,2,95,2,10,1125,1125,4.7,1125.0,,t,28,58,88,363,2024-11-29,3,3,0,2023-12-04,2024-03-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.25
