,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1553,47950486,https://www.airbnb.com/rooms/47950486,20241129161612,2024-11-29,city scrape,Ocean Front Haven,You will never want to leave!    This has been the consensus by all that have stayed in this unit.  You can see this in the written reviews 🌹,"The neighbourhood is very private and exclusive. The one and a half acres that this property is on, is completely fenced and gated. The only ones that will have access to this property would be Airbnb and the homeowners. The ocean is the 60 foot drop from the main house. There is no direct access to the ocean, however, a five minute walk through a beautiful wooded area brings you right onto the ocean. Many hiking trails, beaches and bike trails are at your doorstep.",https://a0.muscache.com/pictures/5e3caeb8-225a-4f0c-9714-dc0945f05005.jpg,36723441,https://www.airbnb.com/users/show/36723441,Nadia,2015-06-25,"Victoria, Canada","Since selling my business in 2006, I have been retired and travelled extensively.  I have lived 12 years in Melbourne Australia , 14 years in London England, 4 years in Thailand, Toronto and now settled in Victoria.  I love being on the ocean and enjoy being surrounded by nature and blessed to have spectacular views.",within an hour,100%,100%,t,https://a0.muscache.com/im/users/36723441/profile_pic/1441034280/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/36723441/profile_pic/1441034280/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Metchosin,Metchosin,48.39895,-123.48789,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Ocean view"", ""Bed linens"", ""Drying rack for clothing"", ""Garden view"", ""Wine glasses"", ""Hot water"", ""Room-darkening shades"", ""Portable air conditioning"", ""Fire extinguisher"", ""Stove"", ""Pets allowed"", ""Coffee"", ""Sea view"", ""Dishwasher"", ""Private patio or balcony"", ""Refrigerator"", ""Shower gel"", ""Shared beach access"", ""Dryer"", ""Exterior security cameras on property"", ""Free parking on premises"", ""Smoke alarm"", ""Essentials"", ""Coffee maker: Nespresso, pour-over coffee"", ""Hair dryer"", ""Cleaning products"", ""First aid kit"", ""Baking sheet"", ""Usually avena  body soap"", ""Clothing storage: closet and dresser"", ""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Varies but usually L\u2019Or\u00e9al  conditioner"", ""Freezer"", ""Kitchen"", ""Ethernet connection"", ""Mountain view"", ""Varies but usually L\u2019Or\u00e9al  shampoo"", ""Books and reading material"", ""Hot water kettle"", ""Waterfront"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""55 inch HDTV with Netflix, premium cable, Amazon Prime Video"", ""Private entrance"", ""Wifi"", ""Radiant heating"", ""Washer"", ""Toaster"", ""Hangers""]",$238.00,4,90,4,4,1125,1125,4.0,1125.0,,t,3,6,36,311,2024-11-29,19,13,1,2021-04-01,2024-10-30,5.0,4.95,5.0,4.95,5.0,5.0,4.95,,t,2,2,0,0,0.43
1554,47950605,https://www.airbnb.com/rooms/47950605,20241129161612,2024-11-29,city scrape,Brand New Home on the ocean,"Situated on One and a half acres of forested land, directly on the ocean sits your modern architectural two year old home. <br />Private long winding driveway with electric gate.<br />Perfectly landscaped gardens on this exquisite property.  Amazing forested acreage with a full view of downtown Victoria, Olympic Mountains, Mount Baker… and of course directly on the ocean. Gorgeous sunrises!!  <br />Outdoor activity is never ending. <br />Surrounded by golf courses, biking trails, hiking trails, lakes and the ocean.","We are minutes walk to the ocean and Albert Head lagoon and bird sanctuary. <br />The house is directly on the ocean 🌊 however it is 60ft above the beach so the access to the ocean is along a short wooded path.  A lovely walk. <br />Downtown Victoria is a short 20 -30 minute drive, traffic permitting. <br />Shopping in the area is plentiful but will require a car. Within 10 minutes drive is Westshore Mall and an additional 5 minutes drive is another mall with Costco, Bestbuy, Petsmart, golf store, to name a few. <br />For golfers this is a haven. Within 25 min drive is the famous Bear Mountain golf course, but even closer corses include, Highland pacific, Metchosin, Olympic view. These are all public courses. Bookings required. <br />Hiking and bike riding is in abundance and within walking or a short car ride.   For a complete listing, please go to victoriatrails.com.<br />There are many grocery stores and restaurants in the area as well as WholeFoods closer to downtown Victoria.",https://a0.muscache.com/pictures/558813e0-b5c0-48d7-9fc3-13025393e5c5.jpg,36723441,https://www.airbnb.com/users/show/36723441,Nadia,2015-06-25,"Victoria, Canada","Since selling my business in 2006, I have been retired and travelled extensively.  I have lived 12 years in Melbourne Australia , 14 years in London England, 4 years in Thailand, Toronto and now settled in Victoria.  I love being on the ocean and enjoy being surrounded by nature and blessed to have spectacular views.",within an hour,100%,100%,t,https://a0.muscache.com/im/users/36723441/profile_pic/1441034280/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/36723441/profile_pic/1441034280/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Metchosin,Metchosin,48.39962,-123.48866,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Free driveway parking on premises \u2013 5 spaces"", ""Ocean view"", ""Bed linens"", ""Drying rack for clothing"", ""Garden view"", ""Aveno body soap"", ""Coffee maker: drip coffee maker, espresso machine, french press, Nespresso, pour-over coffee"", ""Cleaning available during stay"", ""Wine glasses"", ""Hot water"", ""Room-darkening shades"", ""Portable air conditioning"", ""Fire extinguisher"", ""Pets allowed"", "" Various name brands conditioner"", ""Coffee"", ""Dishwasher"", ""Private patio or balcony"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Portable fans"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Cleaning products"", ""First aid kit"", ""Baking sheet"", ""55 inch HDTV with Amazon Prime Video, premium cable, Netflix"", ""Extra pillows and blankets"", ""Host greets you"", ""Cooking basics"", ""Iron"", ""New refrigerator"", ""Safe"", ""Freezer"", ""Kitchen"", ""Outdoor furniture"", ""Clothing storage: closet, wardrobe, and dresser"", ""New stainless steel oven"", ""Heating"", ""Books and reading material"", ""Free washer \u2013 In unit"", ""Shared beach access \u2013 Beachfront"", ""Bikes"", ""Shampoo"", ""Hot water kettle"", ""Waterfront"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Pack \u2019n play/Travel crib - available upon request"", ""LG stainless steel gas stove"", ""Private backyard \u2013 Fully fenced"", ""Private entrance"", ""Sun loungers"", ""Wifi"", ""Toaster"", ""Fire pit"", ""Hangers""]",$245.00,4,120,4,4,1125,1125,4.0,1125.0,,t,0,0,0,266,2024-11-29,43,6,0,2021-06-11,2024-07-04,4.93,4.98,5.0,4.98,4.98,4.86,4.91,,t,2,2,0,0,1.02
1556,47954660,https://www.airbnb.com/rooms/47954660,20241129161612,2024-11-29,city scrape,The Trincomali Hideaway Oceanfront Yurt,"This luxurious oceanfront yurt is hidden in an ancient cedar grove providing privacy and an amazing backdrop to its unprecedented ocean front setting. Set atop an ocean front rock face with a fully covered patio. A fully equipped kitchen and spa like bathroom highlight the luxurious amenities included in this stay. An upscale romantic getaway like no other. Breakfast provided, our guests receive coffee, teas, a bottle of our house cider and our fresh pastries during their stay.","The yurt is located on the famous Walkers Hook Road, a very popular walking, biking and scootering destination due to it being flat, relatively straight and full of spectacular ocean views. It is close to the Fernwood cafe, the Twig and Buoy restaurant and the iconic Fernwood pier. It's a close drive to Ganges town centre and all the ferry terminals.",https://a0.muscache.com/pictures/c9fd3f39-d98c-4cd0-a188-4a9960c0a800.jpg,30366454,https://www.airbnb.com/users/show/30366454,Jason Mark,2015-03-31,"British Columbia, Canada","We are a little family with big hearts who live on a tiny island and run a small farm. 

Jason and Rochelle have been married for 3 years and have one toddler, Munro and one baby, Mae. We spend our days working on our farm, hosting our guests and enjoying our island life with our 12 hens and 4 dogs. We have two big Irish wolf hounds; Hamish and Beowulf, and two small senior rescues, Ferdinand and Ludwig.

We love food, wine, coffee, playing on the beach, swimming in the sea and snacking in our garden. 

We can’t wait to show you all the spoils of our magical 30 acre property with our private 3 acre ocean front beach. 

Welcome to The Hen and Hound Farm and Accommodations on Salt Spring Island. ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/9ef7b4c0-bde4-41ac-aa55-02fda304224d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9ef7b4c0-bde4-41ac-aa55-02fda304224d.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,Neighborhood highlights,Salt Spring Island,Salt Spring Island,48.89566,-123.50652,Yurt,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Conditioner"", ""Bed linens"", ""Baby monitor"", ""Beach access \u2013 Beachfront"", ""Children\u2019s books and toys"", ""Wine glasses"", ""Hot water"", ""Room-darkening shades"", ""Baby bath"", ""Fire extinguisher"", ""Stove"", ""Clothing storage"", ""Pets allowed"", ""Private patio or balcony"", ""Fireplace guards"", ""Dedicated workspace"", ""Refrigerator"", ""Shower gel"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib"", ""Free parking on premises"", ""Smoke alarm"", ""Barbecue utensils"", ""TV"", ""Essentials"", ""Body soap"", ""High chair"", ""Hair dryer"", ""Baby safety gates"", ""Mini fridge"", ""Cleaning products"", ""First aid kit"", ""Children\u2019s dinnerware"", ""Indoor fireplace"", ""Coffee maker: Nespresso"", ""Baking sheet"", ""Extra pillows and blankets"", ""Cooking basics"", ""Freezer"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""Changing table"", ""Heating"", ""Shampoo"", ""Hot water kettle"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Lockbox"", ""Toaster"", ""BBQ grill"", ""Hangers"", ""Crib""]",$550.00,2,28,2,2,1125,1125,2.0,1125.0,,t,30,34,60,316,2024-11-29,198,37,1,2021-02-15,2024-11-03,4.97,4.97,4.89,4.99,4.94,4.96,4.69,,t,2,2,0,0,4.29
1563,48158378,https://www.airbnb.com/rooms/48158378,20241129161612,2024-11-30,previous scrape,Otter Grotto 2 bed Suite - Oceanfront Relaxation,Spectacular bright and open ground floor 2-bedroom suite in brand new luxury built home with panoramic oceanfront views.,"Quiet, serene.",https://a0.muscache.com/pictures/09980b18-50e7-4be8-ad5a-211c35ec1f45.jpg,32614142,https://www.airbnb.com/users/show/32614142,Elite Vacation Homes,2015-05-04,"Victoria, Canada","We are a vacation rental company in Victoria, B.C. ",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/e223eb01-f262-4fb1-b697-6ff902202b8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e223eb01-f262-4fb1-b697-6ff902202b8a.jpg?aki_policy=profile_x_medium,Cadboro Bay,53,116,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Saanich,Saanich,48.45445,-123.2648,Entire guest suite,Entire home/apt,4,,1 bath,2.0,,"[""Patio or balcony"", ""Bed linens"", ""Hot water"", ""Fire extinguisher"", ""Stove"", ""Dishwasher"", ""Dedicated workspace"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Washer"", ""Hangers"", ""Heating""]",,30,1125,30,30,1125,1125,30.0,1125.0,,t,0,0,0,0,2024-11-30,0,0,0,,,,,,,,,,,t,51,51,0,0,
1566,48256925,https://www.airbnb.com/rooms/48256925,20241129161612,2024-11-29,city scrape,Brooks Hideaway,"Come and enjoy the peaceful countryside in our cozy cabin!  Only a 6 minute drive to the Sooke town core where you'll find local shops, restaurants, breweries or explore the surrounding beaches and trails.   This cabin is self-contained with lots of amenities and is fully equipped to prep and cook your own meals.  Enjoy the warm spring and summer days in your privately fenced outdoor space or get comfy nestled by the wood stove on those cold fall and winter nights!","Enjoy the quiet and tranquil forested surroundings, various wildlife and the beautiful walking trail that runs parallel to Phillips Road.",https://a0.muscache.com/pictures/airflow/Hosting-48256925/original/305fb424-cd8e-4e8a-a9a6-cb9badfec58f.jpg,389401580,https://www.airbnb.com/users/show/389401580,Kelly,2021-02-20,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b4509642-a377-44d1-944f-1e0145c806f8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b4509642-a377-44d1-944f-1e0145c806f8.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Sooke,Sooke,48.40618,-123.71335,Entire guesthouse,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""AC - split type ductless system"", ""Indoor fireplace: wood-burning"", ""Shared gym nearby"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Garden view"", ""Blender"", ""BBQ grill: gas"", ""Wine glasses"", ""Hot water"", ""Room-darkening shades"", ""Fridgidaire  stainless steel gas stove"", ""Fire extinguisher"", ""Clothing storage: closet and wardrobe"", ""Laundromat nearby"", ""Single level home"", ""Coffee"", ""Dishwasher"", ""Dedicated workspace"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Ivory body soap"", ""Long term stays allowed"", ""Shared beach access"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Hockey rink"", ""Barbecue utensils"", ""Bowling alley"", ""Heating - split type ductless system"", ""Hair dryer"", ""Free street parking"", ""Cleaning products"", ""First aid kit"", ""Children\u2019s dinnerware"", ""Baking sheet"", ""Extra pillows and blankets"", ""Window guards"", ""Cooking basics"", ""Iron"", ""Aussie shampoo"", ""Freezer"", ""Kitchen"", ""Outdoor furniture"", ""Ethernet connection"", ""50 inch HDTV with standard cable"", ""Self check-in"", ""Books and reading material"", ""Free washer \u2013 In unit"", ""Fridgidaire  stainless steel single oven"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Smoking allowed"", ""Keypad"", ""Hot water kettle"", ""Outdoor dining area"", ""Aussie conditioner"", ""Carbon monoxide alarm"", ""Fridgidaire  refrigerator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Private backyard \u2013 Fully fenced"", ""Free driveway parking on premises \u2013 2 spaces"", ""Radiant heating"", ""Fast wifi \u2013 168 Mbps"", ""Toaster"", ""Hangers""]",$120.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,20,49,79,92,2024-11-29,107,22,2,2021-03-16,2024-11-18,4.97,4.96,4.93,4.96,4.99,4.96,4.91,,t,1,1,0,0,2.37
1569,48294465,https://www.airbnb.com/rooms/48294465,20241129161612,2024-11-29,city scrape,Elm Cottage at The Tides,"A charming studio suite cottage with private balcony to sip your morning coffee and unwind. The Elm cottage  is the perfect place to come back to after exploring the island or relaxing by pool.  You are staying at the Tides Resort.<br />-       Newly renovated bathroom<br />-       Private deck <br />-       Provided games<br />-       Queen size bed<br />-       Kitchenette with small fridge, 2 burner stove, toaster, kettle, your cooking tools, microwave, and sink.<br />-       French press with complimentary coffee & Tea",,https://a0.muscache.com/pictures/miso/Hosting-48294465/original/8bdace9b-b191-4835-82f5-0e89e5a1a044.jpeg,112031425,https://www.airbnb.com/users/show/112031425,Budd,2017-01-18,"Vancouver, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/7085149d-cdcd-4d4c-93ed-64d19442b21f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7085149d-cdcd-4d4c-93ed-64d19442b21f.jpg?aki_policy=profile_x_medium,,3,3,['phone'],t,t,,Southern Gulf Islands,Southern Gulf Islands,48.80364,-123.32066,Private room in resort,Private room,2,1.0,1 private bath,0.0,2.0,"[""Bed linens"", ""Ocean view"", ""Keypad"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Free parking on premises"", ""Shared pool - available seasonally"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Cooking basics"", ""Shared hot tub"", ""Pets allowed"", ""Essentials"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace""]",$200.00,2,1125,2,3,1125,1125,2.0,1125.0,,t,30,38,66,154,2024-11-29,23,5,0,2021-07-12,2024-06-28,4.87,4.83,5.0,4.96,4.91,4.96,4.87,,t,3,1,2,0,0.56
1574,48402762,https://www.airbnb.com/rooms/48402762,20241129161612,2024-11-29,city scrape,Creekside tiny paradise. Surf hike and chill.,"Sweet cozy tiny paradise located in Jordan River next to some beautiful surf beaches, hiking trails and forests.Stunning land with giant trees, mushrooms, creeks and lots of awesome things to do right at your steps. The place is perfect for one or two people with an accent on outdoor enjoyments such as a fire pit, BBQ and picnic table. The inside is heated with a wall mounted fireplace , has a shower and the basic to cook a warm meal after a long day of hiking and surfing. A very chill out nook.","Very special area, near the surf, the hikes, nestled in a red cedar forest. You can hear our creek from the house in the rainy season! The area is super chill and suited for outdoor activities and resting in the wilderness. There are other houses around but in Jordan river most places are huge and very private as they all sit on 2.4 acres of third growth forest. You may ear from time to time the neighbour's  dog barking especially if there are bears around, but for the most part its a very quiet area.The closest Grocery store is in SOOKE 35 minutes away so come  with the food you need. There is a super cool little cafe 5 minutes away, a pizzeria and some other small quaint food offers.",https://a0.muscache.com/pictures/miso/Hosting-48402762/original/54f1abed-2e7e-48ed-be87-8368bd46511c.jpeg,1173858,https://www.airbnb.com/users/show/1173858,Julie,2011-09-17,"Jordan River, Canada",Surfer and adventure seeker who loves to create special places & experiences for others to enjoy.,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/a4dee3ea-4af1-414c-9ec8-cc1b01f964a3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a4dee3ea-4af1-414c-9ec8-cc1b01f964a3.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,Neighborhood highlights,Juan de Fuca,Juan de Fuca,48.43496,-124.06976,Tiny home,Entire home/apt,2,1.0,1 bath,0.0,,"[""Bed linens"", ""Garden view"", ""BBQ grill: gas"", ""Central heating"", ""Hot water"", ""Wine glasses"", ""Fire extinguisher"", ""Stove"", ""Pets allowed"", ""Coffee"", ""Private patio or balcony"", ""Dining table"", ""Shower gel"", ""Shared beach access"", ""Free parking on premises"", ""Smoke alarm"", ""Barbecue utensils"", ""TV"", ""Oneka shampoo"", ""Essentials"", ""Portable heater"", ""Wifi \u2013 34 Mbps"", ""Mini fridge"", ""First aid kit"", ""Cleaning products"", ""Children\u2019s dinnerware"", ""Extra pillows and blankets"", ""Cooking basics"", ""Coffee maker: Keurig coffee machine"", ""Oneka body soap"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""Private backyard \u2013 Not fully fenced"", ""Books and reading material"", ""Oneka conditioner"", ""Hot water kettle"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Private entrance"", ""Lockbox"", ""Fire pit"", ""Toaster""]",$130.00,2,27,2,2,1125,1125,2.0,1125.0,,t,22,45,75,332,2024-11-29,180,47,1,2021-04-11,2024-11-13,4.89,4.91,4.88,4.93,4.94,4.91,4.78,,t,2,2,0,0,4.06
1579,48542550,https://www.airbnb.com/rooms/48542550,20241129161612,2024-11-29,city scrape,Magical retreat in Jordan River hot tub & sauna,"this luxurious cozy house is a one of a kind peaceful , newly built paradise. A place to renew, rest and enjoy the surrounding beauty. Located in the very unique Jordan River Hamlet, the place is perfect for a surfing retreat, exploring and hiking the multiples trails and beaches around or simply relax surrounded by red cedars.  Sit by the fire listening to the majestic creek flowing nearby, or cuddle on our couch with your love ones by the fireplace. A true west coast experience.","Very special area with multiple possibilities for outdoor activities! French beach, Juan de Fuca park, China beach , trails in the wild , beautiful beaches to enjoy or surf ! A cute little cafe and pizzeria in the area but come prepared with all your food needs! The closest town is 30 minutes away. This place is a true retreat in nature.",https://a0.muscache.com/pictures/5e0f267a-c5bf-43f8-a18a-30986cb5a54c.jpg,1173858,https://www.airbnb.com/users/show/1173858,Julie,2011-09-17,"Jordan River, Canada",Surfer and adventure seeker who loves to create special places & experiences for others to enjoy.,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/a4dee3ea-4af1-414c-9ec8-cc1b01f964a3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a4dee3ea-4af1-414c-9ec8-cc1b01f964a3.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,Neighborhood highlights,Juan de Fuca,Juan de Fuca,48.43334,-124.06962,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Indoor fireplace: wood-burning"", ""Conditioner"", ""Private sauna"", ""Blender"", ""BBQ grill: gas"", ""Wine glasses"", ""Hot water"", ""Pool table"", ""Free dryer \u2013 In building"", ""Fire extinguisher"", ""Pets allowed"", ""Coffee"", ""Bidet"", ""Record player"", ""Dedicated workspace"", ""Refrigerator"", ""Dishwasher"", ""Shower gel"", ""Dining table"", ""Private patio or balcony"", ""Shared beach access"", ""Exterior security cameras on property"", ""Sonos Bluetooth sound system"", ""Private hot tub"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Barbecue utensils"", ""Essentials"", ""60 inch HDTV"", ""Hair dryer"", ""Cleaning products"", ""First aid kit"", ""Baking sheet"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Game console: PS3"", ""Cooking basics"", ""Iron"", ""Coffee maker: Keurig coffee machine"", ""Freezer"", ""Kitchen"", ""Stainless steel gas stove"", ""Outdoor furniture"", ""Ethernet connection"", ""Self check-in"", ""Heating"", ""Private backyard \u2013 Not fully fenced"", ""Books and reading material"", ""Board games"", ""Keypad"", ""Shampoo"", ""Hot water kettle"", ""Wifi \u2013 33 Mbps"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Toaster"", ""Fire pit"", ""Free washer \u2013 In building"", ""Hangers""]",$498.00,3,27,1,3,1125,1125,3.0,1125.0,,t,10,19,30,174,2024-11-29,155,41,1,2021-06-05,2024-11-20,4.98,4.95,4.96,4.99,4.97,4.95,4.86,,t,2,2,0,0,3.65
1588,48809695,https://www.airbnb.com/rooms/48809695,20241129161612,2024-11-29,city scrape,"Cottage w/ Ocean Views, Hot Tub, Private Beach",*BOOKINGS MADE FOR 90 DAYS OR MORE REQUIRE APPROVAL FIRST. DO NOT INSTANT BOOK WITHOUT EXPRESS CONSENT FROM US. MOST APPRECIATED :),,https://a0.muscache.com/pictures/prohost-api/Hosting-48809695/original/414e1e8f-c94a-4ca5-9cdf-1f50033d64f2.jpeg,9153672,https://www.airbnb.com/users/show/9153672,Co-Hosts,2013-09-30,"Victoria, Canada","We are a vacation and mid term rental management company, located in Canada and Mexico.",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/265159ae-caf1-40ae-8078-4c4927190051.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/265159ae-caf1-40ae-8078-4c4927190051.jpg?aki_policy=profile_x_medium,Fernwood,35,60,"['email', 'phone']",t,t,,Sooke,Sooke,48.39007,-123.64176,Entire cabin,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Patio or balcony"", ""Ocean view"", ""Bed linens"", ""Hot water"", ""Stove"", ""Pets allowed"", ""Dishwasher"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""TV with standard cable"", ""Smoke alarm"", ""Toaster"", ""Beach essentials"", ""Bay view"", ""Essentials"", ""Hair dryer"", ""Indoor fireplace"", ""Extra pillows and blankets"", ""Coffee maker"", ""Smart lock"", ""Cooking basics"", ""Iron"", ""Freezer"", ""Kitchen"", ""Free driveway parking on premises \u2013 3 spaces"", ""Self check-in"", ""Shampoo"", ""Hot water kettle"", ""Waterfront"", ""Backyard"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Washer"", ""Hangers"", ""BBQ grill"", ""Heating""]",$126.00,1,1000,90,90,1125,1125,90.0,1125.0,,t,30,36,36,218,2024-11-29,125,22,0,2021-04-25,2024-09-08,4.83,4.86,4.86,4.88,4.85,4.88,4.69,,t,33,33,0,0,2.85
1603,48901969,https://www.airbnb.com/rooms/48901969,20241129161612,2024-11-29,city scrape,Spanking brand new Tiny Cabin amazing ocean view,"Gordon's Beach Farm Stay, Muir Cabin & Tiny Cabin features panoramic ocean and mountain views overlooking the Olympic Mountains, Strait of Juan de Fuca, and Sheringham Point Lighthouse.<br /><br />Relax and unwind on our 10 acre hobby farm located just 10 minutes west of Sooke (or one hour west of Victoria) on fabulous Vancouver Island, British Columbia, Canada. We have deer and rabbits on the property, as well as 65 chickens, 3 fainting goats and 1 Nigerian mini goat.<br /><br />​WIFI Available",,https://a0.muscache.com/pictures/miso/Hosting-48901969/original/6bc7b15c-06bd-4a3f-a90b-583d609deba7.jpeg,33852955,https://www.airbnb.com/users/show/33852955,Diane,2015-05-20,"Sooke, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6d9ff43c-79bf-45e2-98d1-f16d10b61b4e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6d9ff43c-79bf-45e2-98d1-f16d10b61b4e.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,Juan de Fuca,Juan de Fuca,48.37156,-123.83375,Tiny home,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Patio or balcony"", ""Hot water"", ""Fire extinguisher"", ""Refrigerator"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Hair dryer"", ""Cooking basics"", ""Kitchen"", ""Self check-in"", ""Keypad"", ""Shampoo"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Hangers"", ""Heating""]",$140.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,25,55,85,360,2024-11-29,46,5,0,2021-06-29,2024-09-24,4.96,4.98,4.98,4.98,4.91,4.98,4.87,,t,4,4,0,0,1.1
